種類名,駅グループ名,駅グループ事業者,駅グループ路線名,駅グループ路線区別名,駅グループ路線正式区間,駅グループ路線運行系統,駅グループの路線ごとの並び順,駅名,駅名(正式)[id],駅の路線の事業者[id],駅の路線[id],駅の路線区別名[id],駅の路線の事業者[id],路線名(運行系統)[id],路線区別名(運行系統)[id],路線[正式区間][id],路線[運行系統][id],ナンバリング接頭辞,路線記号,ナンバリングハイフン,駅番号,路線(運行系統)ごとの並び順,駅カラー
駅,,,,,,,,中根,中根,ひたちなか海浜鉄道株式会社,湊線,,ひたちなか海浜鉄道株式会社,湊線,,1,1,,,,,4,#FE9A02
駅,,,,,,,,高田の鉄橋,高田の鉄橋,ひたちなか海浜鉄道株式会社,湊線,,ひたちなか海浜鉄道株式会社,湊線,,1,1,,,,,5,#FE9A02
駅,,,,,,,,那珂湊,那珂湊,ひたちなか海浜鉄道株式会社,湊線,,ひたちなか海浜鉄道株式会社,湊線,,1,1,,,,,6,#FE9A02
駅,,,,,,,,殿山,殿山,ひたちなか海浜鉄道株式会社,湊線,,ひたちなか海浜鉄道株式会社,湊線,,1,1,,,,,7,#FE9A02
駅,,,,,,,,平磯,平磯,ひたちなか海浜鉄道株式会社,湊線,,ひたちなか海浜鉄道株式会社,湊線,,1,1,,,,,8,#FE9A02
駅,,,,,,,,磯崎,磯崎,ひたちなか海浜鉄道株式会社,湊線,,ひたちなか海浜鉄道株式会社,湊線,,1,1,,,,,9,#FE9A02
駅,,,,,,,,阿字ヶ浦,阿字ヶ浦,ひたちなか海浜鉄道株式会社,湊線,,ひたちなか海浜鉄道株式会社,湊線,,1,1,,,,,10,#FE9A02
駅,,,,,,,,下館,下館,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,1,
駅,,,,,,,,下館二高前,下館二高前,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,2,
駅,,,,,,,,折本,折本,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,3,
駅,,,,,,,,ひぐち,ひぐち,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,4,
駅,,,,,,,,久下田,久下田,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,5,
駅,,,,,,,,寺内,寺内,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,6,
駅,,,,,,,,真岡,真岡,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,7,
駅,,,,,,,,北真岡,北真岡,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,8,
駅,,,,,,,,西田井,西田井,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,9,
駅,,,,,,,,北山,北山,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,10,
駅,,,,,,,,益子,益子,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,11,
駅,,,,,,,,七井,七井,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,12,
駅,,,,,,,,多田羅,多田羅,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,13,
駅,,,,,,,,市塙,市塙,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,14,
駅,,,,,,,,笹原田,笹原田,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,15,
駅,,,,,,,,天矢場,天矢場,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,16,
駅,,,,,,,,茂木,茂木,真岡鐵道株式会社,真岡線,,真岡鐵道株式会社,真岡線,,1,1,,,,,17,
駅,,,,,,,,新藤原,新藤原,野岩鉄道株式会社,会津鬼怒川線,,野岩鉄道株式会社,会津鬼怒川線,,1,1,,,,,1,
駅,,,,,,,,龍王峡,龍王峡,野岩鉄道株式会社,会津鬼怒川線,,野岩鉄道株式会社,会津鬼怒川線,,1,1,,,,,2,
駅,,,,,,,,川治温泉,川治温泉,野岩鉄道株式会社,会津鬼怒川線,,野岩鉄道株式会社,会津鬼怒川線,,1,1,,,,,3,
駅,,,,,,,,川治湯元,川治湯元,野岩鉄道株式会社,会津鬼怒川線,,野岩鉄道株式会社,会津鬼怒川線,,1,1,,,,,4,
駅,,,,,,,,湯西川温泉,湯西川温泉,野岩鉄道株式会社,会津鬼怒川線,,野岩鉄道株式会社,会津鬼怒川線,,1,1,,,,,5,
駅,,,,,,,,中三依温泉,中三依温泉,野岩鉄道株式会社,会津鬼怒川線,,野岩鉄道株式会社,会津鬼怒川線,,1,1,,,,,6,
駅,,,,,,,,上三依塩原温泉口,上三依塩原温泉口,野岩鉄道株式会社,会津鬼怒川線,,野岩鉄道株式会社,会津鬼怒川線,,1,1,,,,,7,
駅,,,,,,,,男鹿高原,男鹿高原,野岩鉄道株式会社,会津鬼怒川線,,野岩鉄道株式会社,会津鬼怒川線,,1,1,,,,,8,
駅,,,,,,,,会津高原尾瀬口,会津高原尾瀬口,野岩鉄道株式会社,会津鬼怒川線,,野岩鉄道株式会社,会津鬼怒川線,,1,1,,,,,9,
駅,,,,,,,,中央前橋,中央前橋,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,1,
駅,,,,,,,,城東,城東,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,2,
駅,,,,,,,,三俣,三俣,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,3,
駅,,,,,,,,片貝,片貝,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,4,
駅,,,,,,,,上泉,上泉,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,5,
駅,,,,,,,,赤坂,赤坂,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,6,
駅,,,,,,,,心臓血管センター,心臓血管センター,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,7,
駅,,,,,,,,江木,江木,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,8,
駅,,,,,,,,大胡,大胡,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,9,
駅,,,,,,,,樋越,樋越,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,10,
駅,,,,,,,,北原,北原,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,11,
駅,,,,,,,,新屋,新屋,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,12,
駅,,,,,,,,粕川,粕川,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,13,
駅,,,,,,,,膳,膳,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,14,
駅,,,,,,,,新里,新里,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,15,
駅,,,,,,,,新川,新川,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,16,
駅,,,,,,,,東新川,東新川,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,17,
駅,,,,,,,,赤城,赤城,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,18,
駅,,,,,,,,桐生球場前,桐生球場前,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,19,
駅,,,,,,,,天王宿,天王宿,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,20,
駅,,,,,,,,富士山下,富士山下,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,21,
駅,,,,,,,,丸山下,丸山下,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,22,
駅,,,,,,,,西桐生,西桐生,上毛電気鉄道株式会社,上毛線,,上毛電気鉄道株式会社,上毛線,,1,1,,,,,23,
駅,,,,,,,,高崎,高崎,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,1,
駅,,,,,,,,南高崎,南高崎,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,2,
駅,,,,,,,,佐野のわたし,佐野のわたし,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,3,
駅,,,,,,,,根小屋,根小屋,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,4,
駅,,,,,,,,高崎商科大学前,高崎商科大学前,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,5,
駅,,,,,,,,山名,山名,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,6,
駅,,,,,,,,西山名,西山名,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,7,
駅,,,,,,,,馬庭,馬庭,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,8,
駅,,,,,,,,吉井,吉井,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,9,
駅,,,,,,,,西吉井,西吉井,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,10,
駅,,,,,,,,上州新屋,上州新屋,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,11,
駅,,,,,,,,上州福島,上州福島,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,12,
駅,,,,,,,,東富岡,東富岡,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,13,
駅,,,,,,,,上州富岡,上州富岡,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,14,
駅,,,,,,,,西富岡,西富岡,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,15,
駅,,,,,,,,上州七日市,上州七日市,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,16,
駅,,,,,,,,上州一ノ宮,上州一ノ宮,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,17,
駅,,,,,,,,神農原,神農原,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,18,
駅,,,,,,,,南蛇井,南蛇井,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,19,
駅,,,,,,,,千平,千平,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,20,
駅,,,,,,,,下仁田,下仁田,上信電鉄,上信線,,上信電鉄,上信線,,1,1,,,,,21,
駅,,,,,,,,桐生,桐生,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,1,1,#610C08
駅,,,,,,,,下新田,下新田,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,2,2,#610C08
駅,,,,,,,,相老,相老,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,3,3,#610C08
駅,,,,,,,,運動公園,運動公園,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,4,4,#610C08
駅,,,,,,,,大間々,大間々,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,5,5,#610C08
駅,,,,,,,,上神梅,上神梅,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,6,6,#610C08
駅,,,,,,,,本宿,本宿,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,7,7,#610C08
駅,,,,,,,,水沼,水沼,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,8,8,#610C08
駅,,,,,,,,花輪,花輪,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,9,9,#610C08
駅,,,,,,,,中野,中野,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,10,10,#610C08
駅,,,,,,,,小中,小中,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,11,11,#610C08
駅,,,,,,,,神戸,神戸,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,12,12,#610C08
駅,,,,,,,,沢入,沢入,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,13,13,#610C08
駅,,,,,,,,原向,原向,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,14,14,#610C08
駅,,,,,,,,通洞,通洞,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,15,15,#610C08
駅,,,,,,,,足尾,足尾,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,16,16,#610C08
駅,,,,,,,,間藤,間藤,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,わたらせ渓谷鐵道株式会社,わたらせ渓谷線,,1,1,,WK,,17,17,#610C08
駅,,,,,,,,羽生,羽生,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,1,
駅,,,,,,,,西羽生,西羽生,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,2,
駅,,,,,,,,新郷,新郷,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,3,
駅,,,,,,,,武州荒木,武州荒木,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,4,
駅,,,,,,,,東行田,東行田,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,5,
駅,,,,,,,,行田市,行田市,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,6,
駅,,,,,,,,持田,持田,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,7,
駅,,,,,,,,ソシオ流通センター,ソシオ流通センター,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,8,
駅,,,,,,,,熊谷,熊谷,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,9,
駅,,,,,,,,上熊谷,上熊谷,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,10,
駅,,,,,,,,石原,石原,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,11,
駅,,,,,,,,ひろせ野鳥の森,ひろせ野鳥の森,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,12,
駅,,,,,,,,大麻生,大麻生,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,13,
駅,,,,,,,,明戸,明戸,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,14,
駅,,,,,,,,武川,武川,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,15,
駅,,,,,,,,永田,永田,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,16,
駅,,,,,,,,ふかや花園,ふかや花園,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,17,
駅,,,,,,,,小前田,小前田,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,18,
駅,,,,,,,,桜沢,桜沢,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,19,
駅,,,,,,,,寄居,寄居,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,20,
駅,,,,,,,,波久礼,波久礼,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,21,
駅,,,,,,,,樋口,樋口,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,22,
駅,,,,,,,,野上,野上,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,23,
駅,,,,,,,,長瀞,長瀞,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,24,
駅,,,,,,,,上長瀞,上長瀞,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,25,
駅,,,,,,,,親鼻,親鼻,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,26,
駅,,,,,,,,皆野,皆野,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,27,
駅,,,,,,,,和銅黒谷,和銅黒谷,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,28,
駅,,,,,,,,大野原,大野原,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,29,
駅,,,,,,,,秩父,秩父,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,30,
駅,,,,,,,,御花畑,御花畑,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,31,
駅,,,,,,,,影森,影森,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,32,
駅,,,,,,,,浦山口,浦山口,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,33,
駅,,,,,,,,武州中川,武州中川,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,34,
駅,,,,,,,,武州日野,武州日野,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,35,
駅,,,,,,,,白久,白久,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,36,
駅,,,,,,,,三峰口,三峰口,秩父鉄道株式会社,秩父本線,,秩父鉄道株式会社,秩父本線,,1,1,,,,,37,
駅,,,,,,,,武川,武川,秩父鉄道株式会社,三ケ尻線,,秩父鉄道株式会社,三ヶ尻線,,1,1,,,,,1,
駅,,,,,,,,三ヶ尻,三ヶ尻,秩父鉄道株式会社,三ケ尻線,,秩父鉄道株式会社,三ヶ尻線,,1,1,,,,,2,
駅,,,,,,,,熊谷貨物ターミナル,熊谷貨物ターミナル,秩父鉄道株式会社,三ケ尻線,,秩父鉄道株式会社,三ヶ尻線,,1,1,,,,,3,
駅,,,,,,,,銚子,銚子,銚子電気鉄道株式会社,銚子電気鉄道線,,銚子電気鉄道株式会社,銚子電気鉄道線,,1,1,,CD,,1,1,
駅,,,,,,,,仲ノ町,仲ノ町,銚子電気鉄道株式会社,銚子電気鉄道線,,銚子電気鉄道株式会社,銚子電気鉄道線,,1,1,,CD,,2,2,
駅,,,,,,,,観音,観音,銚子電気鉄道株式会社,銚子電気鉄道線,,銚子電気鉄道株式会社,銚子電気鉄道線,,1,1,,CD,,3,3,
駅,,,,,,,,本銚子,本銚子,銚子電気鉄道株式会社,銚子電気鉄道線,,銚子電気鉄道株式会社,銚子電気鉄道線,,1,1,,CD,,4,4,
駅,,,,,,,,笠上黒生,笠上黒生,銚子電気鉄道株式会社,銚子電気鉄道線,,銚子電気鉄道株式会社,銚子電気鉄道線,,1,1,,CD,,5,5,
駅,,,,,,,,西海鹿島,西海鹿島,銚子電気鉄道株式会社,銚子電気鉄道線,,銚子電気鉄道株式会社,銚子電気鉄道線,,1,1,,CD,,6,6,
駅,,,,,,,,海鹿島,海鹿島,銚子電気鉄道株式会社,銚子電気鉄道線,,銚子電気鉄道株式会社,銚子電気鉄道線,,1,1,,CD,,7,7,
駅,,,,,,,,君ヶ浜,君ヶ浜,銚子電気鉄道株式会社,銚子電気鉄道線,,銚子電気鉄道株式会社,銚子電気鉄道線,,1,1,,CD,,8,8,
駅,,,,,,,,犬吠,犬吠,銚子電気鉄道株式会社,銚子電気鉄道線,,銚子電気鉄道株式会社,銚子電気鉄道線,,1,1,,CD,,9,9,
駅,,,,,,,,外川,外川,銚子電気鉄道株式会社,銚子電気鉄道線,,銚子電気鉄道株式会社,銚子電気鉄道線,,1,1,,CD,,10,10,
駅,,,,,,,,五井,五井,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,1,
駅,,,,,,,,上総村上,上総村上,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,2,
駅,,,,,,,,海士有木,海士有木,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,3,
駅,,,,,,,,上総三又,上総三又,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,4,
駅,,,,,,,,上総山田,上総山田,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,5,
駅,,,,,,,,光風台,光風台,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,6,
駅,,,,,,,,馬立,馬立,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,7,
駅,,,,,,,,上総牛久,上総牛久,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,8,
駅,,,,,,,,上総川間,上総川間,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,9,
駅,,,,,,,,上総鶴舞,上総鶴舞,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,10,
駅,,,,,,,,上総久保,上総久保,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,11,
駅,,,,,,,,高滝,高滝,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,12,
駅,,,,,,,,里見,里見,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,13,
駅,,,,,,,,飯給,飯給,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,14,
駅,,,,,,,,月崎,月崎,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,15,
駅,,,,,,,,上総大久保,上総大久保,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,16,
駅,,,,,,,,養老渓谷,養老渓谷,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,17,
駅,,,,,,,,上総中野,上総中野,小湊鉄道株式会社,小湊鉄道線,,小湊鉄道株式会社,小湊鉄道線,,1,1,,,,,18,
駅,,,,,,,,大原,大原,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,1,
駅,,,,,,,,西大原,西大原,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,2,
駅,,,,,,,,上総東,上総東,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,3,
駅,,,,,,,,新田野,新田野,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,4,
駅,,,,,,,,国吉,国吉,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,5,
駅,,,,,,,,上総中川,上総中川,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,6,
駅,,,,,,,,城見ヶ丘,城見ヶ丘,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,7,
駅,,,,,,,,大多喜,大多喜,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,8,
駅,,,,,,,,小谷松,小谷松,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,9,
駅,,,,,,,,東総元,東総元,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,10,
駅,,,,,,,,久我原,久我原,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,11,
駅,,,,,,,,総元,総元,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,12,
駅,,,,,,,,西畑,西畑,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,13,
駅,,,,,,,,上総中野,上総中野,いすみ鉄道株式会社,いすみ線,,いすみ鉄道株式会社,いすみ線,,1,1,,,,,14,
駅,,,,,,,,蘇我,蘇我,京葉臨海鉄道株式会社,臨海本線,,京葉臨海鉄道株式会社,臨海本線,,1,1,,,,,1,
駅,,,,,,,,千葉貨物,千葉貨物,京葉臨海鉄道株式会社,臨海本線,,京葉臨海鉄道株式会社,臨海本線,,1,1,,,,,2,
駅,,,,,,,,市原分岐点,市原分岐点,京葉臨海鉄道株式会社,臨海本線,,京葉臨海鉄道株式会社,臨海本線,,1,1,,,,,3,
駅,,,,,,,,浜五井,浜五井,京葉臨海鉄道株式会社,臨海本線,,京葉臨海鉄道株式会社,臨海本線,,1,1,,,,,4,
駅,,,,,,,,玉前,玉前,京葉臨海鉄道株式会社,臨海本線,,京葉臨海鉄道株式会社,臨海本線,,1,1,,,,,5,
駅,,,,,,,,甲子,甲子,京葉臨海鉄道株式会社,臨海本線,,京葉臨海鉄道株式会社,臨海本線,,1,1,,,,,6,
駅,,,,,,,,前川,前川,京葉臨海鉄道株式会社,臨海本線,,京葉臨海鉄道株式会社,臨海本線,,1,1,,,,,7,
駅,,,,,,,,椎津,椎津,京葉臨海鉄道株式会社,臨海本線,,京葉臨海鉄道株式会社,臨海本線,,1,1,,,,,8,
駅,,,,,,,,北袖分岐点,北袖分岐点,京葉臨海鉄道株式会社,臨海本線,,京葉臨海鉄道株式会社,臨海本線,,1,1,,,,,9,
駅,,,,,,,,北袖,北袖,京葉臨海鉄道株式会社,臨海本線,,京葉臨海鉄道株式会社,臨海本線,,1,1,,,,,10,
駅,,,,,,,,市原分岐点,市原分岐点,京葉臨海鉄道株式会社,臨海本線,京葉市原支線,京葉臨海鉄道株式会社,臨海本線,京葉市原支線,1,1,,,,,1,
駅,,,,,,,,京葉市原,京葉市原,京葉臨海鉄道株式会社,臨海本線,京葉市原支線,京葉臨海鉄道株式会社,臨海本線,京葉市原支線,1,1,,,,,2,
