乗換駅,乗換駅の路線事業者,乗換駅の路線,グループ駅路線区別名,駅名,路線事業者(id),路線名(id),路線区別名(id),路線ごとの並び順,駅名読み,都道府県名,開業日,廃止日,経度,緯度,状態(旧)
青森,東日本旅客鉄道株式会社,奥羽本線,,青森,北海道旅客鉄道株式会社,青函航路,,1,あおもり,北海道,,,,,2
函館,北海道旅客鉄道株式会社,函館本線,,函館,北海道旅客鉄道株式会社,青函航路,,2,はこだて,北海道,,,,,2
木古内,北海道旅客鉄道株式会社,海峡線,,木古内,北海道旅客鉄道株式会社,江差線,,1,きこない,北海道,,,,,2
,,,,渡島鶴岡,北海道旅客鉄道株式会社,江差線,,2,おしまつるおか,北海道,,,,,2
,,,,吉堀,北海道旅客鉄道株式会社,江差線,,3,よしぼり,北海道,,,,,2
,,,,神明,北海道旅客鉄道株式会社,江差線,,4,しんめい,北海道,,,,,2
,,,,湯ノ岱,北海道旅客鉄道株式会社,江差線,,5,ゆのたい,北海道,,,,,2
,,,,宮越,北海道旅客鉄道株式会社,江差線,,6,みやこし,北海道,,,,,2
,,,,桂岡,北海道旅客鉄道株式会社,江差線,,7,かつらおか,北海道,,,,,2
,,,,中須田,北海道旅客鉄道株式会社,江差線,,8,なかすだ,北海道,,,,,2
,,,,上ノ国,北海道旅客鉄道株式会社,江差線,,9,かみのくに,北海道,,,,,2
,,,,江差,北海道旅客鉄道株式会社,江差線,,10,えさし,北海道,,,,,2
木古内,北海道旅客鉄道株式会社,海峡線,,木古内,北海道旅客鉄道株式会社,松前線,,1,きこない,北海道,,,,,2
,,,,森越,北海道旅客鉄道株式会社,松前線,,2,もりこし,北海道,,,,,2
,,,,渡島知内,北海道旅客鉄道株式会社,松前線,,3,おしましりうち,北海道,,,,,2
,,,,重内,北海道旅客鉄道株式会社,松前線,,4,おもない,北海道,,,,,2
,,,,湯ノ里,北海道旅客鉄道株式会社,松前線,,5,ゆのさと,北海道,,,,,2
,,,,千軒,北海道旅客鉄道株式会社,松前線,,6,せんげん,北海道,,,,,2
,,,,渡島福島,北海道旅客鉄道株式会社,松前線,,7,おしまふくしま,北海道,,,,,2
,,,,白符,北海道旅客鉄道株式会社,松前線,,8,しらふ,北海道,,,,,2
,,,,渡島吉岡,北海道旅客鉄道株式会社,松前線,,9,おしまよしおか,北海道,,,,,2
,,,,渡島大沢,北海道旅客鉄道株式会社,松前線,,10,おしまおおさわ,北海道,,,,,2
,,,,及部,北海道旅客鉄道株式会社,松前線,,11,およべ,北海道,,,,,2
,,,,松前,北海道旅客鉄道株式会社,松前線,,12,まつまえ,北海道,,,,,2
国縫,北海道旅客鉄道株式会社,函館本線,,国縫,日本国有鉄道,瀬棚線,,1,くんぬい,北海道,,,,,2
,,,,茶屋川,日本国有鉄道,瀬棚線,,2,ちゃやがわ,北海道,,,,,2
,,,,美利河,日本国有鉄道,瀬棚線,,3,びりか,北海道,,,,,2
,,,,花石,日本国有鉄道,瀬棚線,,4,はないし,北海道,,,,,2
,,,,北住吉,日本国有鉄道,瀬棚線,,5,きたすみよし,北海道,,,,,2
,,,,種川,日本国有鉄道,瀬棚線,,6,たねかわ,北海道,,,,,2
,,,,今金,日本国有鉄道,瀬棚線,,7,いまがね,北海道,,,,,2
,,,,神丘,日本国有鉄道,瀬棚線,,8,かみおか,北海道,,,,,2
,,,,丹羽,日本国有鉄道,瀬棚線,,9,にわ,北海道,,,,,2
,,,,北檜山,日本国有鉄道,瀬棚線,,10,きたひやま,北海道,,,,,2
,,,,瀬棚,日本国有鉄道,瀬棚線,,11,せたな,北海道,,,,,2
小沢,北海道旅客鉄道株式会社,函館本線,,小沢,日本国有鉄道,岩内線,,1,こざわ,北海道,,,,,2
,,,,国富,日本国有鉄道,岩内線,,2,くにとみ,北海道,,,,,2
,,,,幌似,日本国有鉄道,岩内線,,3,ほろに,北海道,,,,,2
,,,,前田,日本国有鉄道,岩内線,,4,まえだ,北海道,,,,,2
,,,,西前田,日本国有鉄道,岩内線,,5,にしまえだ,北海道,,,,,2
,,,,岩内,日本国有鉄道,岩内線,,6,いわない,北海道,,,,,2
伊達紋別,北海道旅客鉄道株式会社,室蘭本線,,伊達紋別,日本国有鉄道,胆振線,,1,だてもんべつ,北海道,,,,,2
,,,,上長和,日本国有鉄道,胆振線,,2,かみながわ,北海道,,,,,2
,,,,壮瞥,日本国有鉄道,胆振線,,3,そうべつ,北海道,,,,,2
,,,,久保内,日本国有鉄道,胆振線,,4,くぼない,北海道,,,,,2
,,,,蟠渓,日本国有鉄道,胆振線,,5,ばんけい,北海道,,,,,2
,,,,北湯沢,日本国有鉄道,胆振線,,6,きたゆざわ,北海道,,,,,2
,,,,優徳,日本国有鉄道,胆振線,,7,ゆうとく,北海道,,,,,2
,,,,新大滝,日本国有鉄道,胆振線,,8,しんおおたき,北海道,,,,,2
,,,,御園,日本国有鉄道,胆振線,,9,みその,北海道,,,,,2
,,,,北鈴川,日本国有鉄道,胆振線,,10,きたすずかわ,北海道,,,,,2
,,,,喜茂別,日本国有鉄道,胆振線,,11,きもべつ,北海道,,,,,2
,,,,留産,日本国有鉄道,胆振線,,12,るさん,北海道,,,,,2
,,,,南京極,日本国有鉄道,胆振線,,13,みなみきょうごく,北海道,,,,,2
,,,,東京極,日本国有鉄道,胆振線,,14,ひがしきょうごく,北海道,,,,,2
,,,,京極,日本国有鉄道,胆振線,,15,きょうごく,北海道,,,,,2
,,,,北岡,日本国有鉄道,胆振線,,16,きたおか,北海道,,,,,2
,,,,寒別,日本国有鉄道,胆振線,,17,かんべつ,北海道,,,,,2
,,,,参郷,日本国有鉄道,胆振線,,18,さんごう,北海道,,,,,2
,,,,六郷,日本国有鉄道,胆振線,,19,ろくごう,北海道,,,,,2
倶知安,北海道旅客鉄道株式会社,函館本線,,倶知安,日本国有鉄道,胆振線,,20,くっちゃん,北海道,,,,,2
京極,日本国有鉄道,胆振線,,京極,日本国有鉄道,胆振線,支線,1,きょうごく,北海道,,,,,2
,,,,脇方,日本国有鉄道,胆振線,支線,2,わきかた,北海道,,,,,2
志文,北海道旅客鉄道株式会社,室蘭本線,,志文,日本国有鉄道,万字線,,1,しぶん,北海道,,,,,2
,,,,上志文,日本国有鉄道,万字線,,2,かみしぶん,北海道,,,,,2
,,,,朝日,日本国有鉄道,万字線,,3,あさひ,北海道,,,,,2
,,,,美流渡,日本国有鉄道,万字線,,4,みると,北海道,,,,,2
,,,,万字,日本国有鉄道,万字線,,5,まんじ,北海道,,,,,2
,,,,万字炭山,日本国有鉄道,万字線,,6,まんじたんざん,北海道,,,,,2
岩見沢,北海道旅客鉄道株式会社,函館本線,,岩見沢,北海道旅客鉄道株式会社,幌内線,,1,いわみざわ,北海道,,,,,2
,,,,栄町,北海道旅客鉄道株式会社,幌内線,,2,さかえまち,北海道,,,,,2
,,,,萱野,北海道旅客鉄道株式会社,幌内線,,3,かやの,北海道,,,,,2
,,,,三笠,北海道旅客鉄道株式会社,幌内線,,4,みかさ,北海道,,,,,2
,,,,唐松,北海道旅客鉄道株式会社,幌内線,,5,とうまつ,北海道,,,,,2
,,,,弥生,北海道旅客鉄道株式会社,幌内線,,6,やよい,北海道,,,,,2
,,,,幾春別,北海道旅客鉄道株式会社,幌内線,,7,いくしゅんべつ,北海道,,,,,2
,,,,三笠,日本国有鉄道,幌内線,支線,1,みかさ,北海道,,,,,2
,,,,幌内住吉,日本国有鉄道,幌内線,支線,2,ほろないすみよし,北海道,,,,,2
,,,,幌内,日本国有鉄道,幌内線,支線,3,ほろない,北海道,,,,,2
美唄,北海道旅客鉄道株式会社,函館本線,,美唄,日本国有鉄道,函館本線,美唄支線,1,びばい,北海道,,,,,2
,,,,南美唄,日本国有鉄道,函館本線,美唄支線,2,みなみびばい,北海道,,,,,2
砂川,北海道旅客鉄道株式会社,函館本線,,砂川,北海道旅客鉄道株式会社,函館本線,上砂川支線,1,すながわ,北海道,,,,,2
,,,,下鶉,北海道旅客鉄道株式会社,函館本線,上砂川支線,2,しもうずら,北海道,,,,,2
,,,,鶉,北海道旅客鉄道株式会社,函館本線,上砂川支線,3,うずら,北海道,,,,,2
,,,,東鶉,北海道旅客鉄道株式会社,函館本線,上砂川支線,4,ひがしうずら,北海道,,,,,2
,,,,上砂川,北海道旅客鉄道株式会社,函館本線,上砂川支線,5,かみすながわ,北海道,,,,,2
砂川,北海道旅客鉄道株式会社,函館本線,,砂川,北海道旅客鉄道株式会社,歌志内線,,1,すながわ,北海道,,,,,2
,,,,焼山,北海道旅客鉄道株式会社,歌志内線,,2,やけやま,北海道,,,,,2
,,,,文珠,北海道旅客鉄道株式会社,歌志内線,,3,もんじゅ,北海道,,,,,2
,,,,西歌,北海道旅客鉄道株式会社,歌志内線,,4,にしうた,北海道,,,,,2
,,,,神威,北海道旅客鉄道株式会社,歌志内線,,5,かもい,北海道,,,,,2
,,,,歌神,北海道旅客鉄道株式会社,歌志内線,,6,かしん,北海道,,,,,2
,,,,歌志内,北海道旅客鉄道株式会社,歌志内線,,7,うたしない,北海道,,,,,2
新十津川,北海道旅客鉄道株式会社,札沼線,,新十津川,日本国有鉄道,札沼線,新十津川～石狩沼田,1,しんとつかわ,北海道,,,,,2
,,,,石狩橋本,日本国有鉄道,札沼線,新十津川～石狩沼田,2,いしかりはしもと,北海道,,,,,2
,,,,上徳富,日本国有鉄道,札沼線,新十津川～石狩沼田,3,かみとっぷ,北海道,,,,,2
,,,,北上徳富,日本国有鉄道,札沼線,新十津川～石狩沼田,4,きたかみとっぷ,北海道,,,,,2
,,,,南雨竜(仮),日本国有鉄道,札沼線,新十津川～石狩沼田,5,,北海道,,,,,2
,,,,雨竜,日本国有鉄道,札沼線,新十津川～石狩沼田,6,うりゅう,北海道,,,,,2
,,,,中雨竜(仮),日本国有鉄道,札沼線,新十津川～石狩沼田,7,,北海道,,,,,2
,,,,石狩追分,日本国有鉄道,札沼線,新十津川～石狩沼田,8,いしかりおいわけ,北海道,,,,,2
,,,,渭ノ津,日本国有鉄道,札沼線,新十津川～石狩沼田,9,いのつ,北海道,,,,,2
,,,,和,日本国有鉄道,札沼線,新十津川～石狩沼田,10,やわら,北海道,,,,,2
,,,,中ノ岱,日本国有鉄道,札沼線,新十津川～石狩沼田,11,なかのたい,北海道,,,,,2
,,,,碧水,日本国有鉄道,札沼線,新十津川～石狩沼田,12,へきすい,北海道,,,,,2
,,,,北竜,日本国有鉄道,札沼線,新十津川～石狩沼田,13,ほくりゅう,北海道,,,,,2
,,,,五ケ山,日本国有鉄道,札沼線,新十津川～石狩沼田,14,ごかやま,北海道,,,,,2
,,,,石狩沼田,日本国有鉄道,札沼線,新十津川～石狩沼田,15,いしかりぬまた,北海道,,,,,2
鵡川,北海道旅客鉄道株式会社,日高本線,,鵡川,日本国有鉄道,富内線,,1,むかわ,北海道,,,,,2
,,,,豊城,日本国有鉄道,富内線,,2,とよしろ,北海道,,,,,2
,,,,春日,日本国有鉄道,富内線,,3,かすが,北海道,,,,,2
,,,,旭岡,日本国有鉄道,富内線,,4,あさひおか,北海道,,,,,2
,,,,栄,日本国有鉄道,富内線,,5,さかえ,北海道,,,,,2
,,,,豊田,日本国有鉄道,富内線,,6,とよた,北海道,,,,,2
,,,,穂別,日本国有鉄道,富内線,,7,ほべつ,北海道,,,,,2
,,,,富内,日本国有鉄道,富内線,,8,とみうち,北海道,,,,,2
,,,,幌毛志,日本国有鉄道,富内線,,9,ほろけし,北海道,,,,,2
,,,,振内,日本国有鉄道,富内線,,10,ふれない,北海道,,,,,2
,,,,仁世宇,日本国有鉄道,富内線,,11,にせう,北海道,,,,,2
,,,,岩知志,日本国有鉄道,富内線,,12,いわちし,北海道,,,,,2
,,,,日高岩内,日本国有鉄道,富内線,,13,ひだかいわない,北海道,,,,,2
,,,,日高三岡,日本国有鉄道,富内線,,14,ひだかみつおか,北海道,,,,,2
,,,,日高町,日本国有鉄道,富内線,,15,ひだかちょう,北海道,,,,,2
留萌,北海道旅客鉄道株式会社,留萌本線,,留萠,日本国有鉄道,羽幌線,,1,るもい,北海道,,,,,2
,,,,三泊,日本国有鉄道,羽幌線,,2,さんとまり,北海道,,,,,2
,,,,臼谷,日本国有鉄道,羽幌線,,3,うすや,北海道,,,,,2
,,,,小平,日本国有鉄道,羽幌線,,4,おびら,北海道,,,,,2
,,,,花岡(仮),日本国有鉄道,羽幌線,,5,,北海道,,,,,2
,,,,大椴,日本国有鉄道,羽幌線,,6,おおとど,北海道,,,,,2
,,,,富岡(仮),日本国有鉄道,羽幌線,,7,,北海道,,,,,2
,,,,鬼鹿,日本国有鉄道,羽幌線,,8,おにしか,北海道,,,,,2
,,,,千松(仮),日本国有鉄道,羽幌線,,9,,北海道,,,,,2
,,,,力昼,日本国有鉄道,羽幌線,,10,りきびる,北海道,,,,,2
,,,,番屋ノ沢(仮),日本国有鉄道,羽幌線,,11,,北海道,,,,,2
,,,,古丹別,日本国有鉄道,羽幌線,,12,こたんべつ,北海道,,,,,2
,,,,上平,日本国有鉄道,羽幌線,,13,うえひら,北海道,,,,,2
,,,,苫前,日本国有鉄道,羽幌線,,14,とままえ,北海道,,,,,2
,,,,興津(仮),日本国有鉄道,羽幌線,,15,,北海道,,,,,2
,,,,羽幌,日本国有鉄道,羽幌線,,16,はぼろ,北海道,,,,,2
,,,,下ノ滝(仮),日本国有鉄道,羽幌線,,17,,北海道,,,,,2
,,,,築別,日本国有鉄道,羽幌線,,18,ちくべつ,北海道,,,,,2
,,,,天塩有明,日本国有鉄道,羽幌線,,19,てしおありあけ,北海道,,,,,2
,,,,天塩栄,日本国有鉄道,羽幌線,,20,てしおさかえ,北海道,,,,,2
,,,,初山別,日本国有鉄道,羽幌線,,21,しょさんべつ,北海道,,,,,2
,,,,豊岬,日本国有鉄道,羽幌線,,22,とよさき,北海道,,,,,2
,,,,天塩大沢,日本国有鉄道,羽幌線,,23,てしおおおさわ,北海道,,,,,2
,,,,共成,日本国有鉄道,羽幌線,,24,きょうせい,北海道,,,,,2
,,,,歌越,日本国有鉄道,羽幌線,,25,うたこし,北海道,,,,,2
,,,,天塩金浦,日本国有鉄道,羽幌線,,26,てしおかなうら,北海道,,,,,2
,,,,遠別,日本国有鉄道,羽幌線,,27,えんべつ,北海道,,,,,2
,,,,啓明(仮),日本国有鉄道,羽幌線,,28,,北海道,,,,,2
,,,,丸松,日本国有鉄道,羽幌線,,29,まるまつ,北海道,,,,,2
,,,,北里(仮),日本国有鉄道,羽幌線,,30,,北海道,,,,,2
,,,,更岸,日本国有鉄道,羽幌線,,31,さらきし,北海道,,,,,2
,,,,干拓(仮),日本国有鉄道,羽幌線,,32,,北海道,,,,,2
,,,,天塩,日本国有鉄道,羽幌線,,33,てしお,北海道,,,,,2
,,,,中川口(仮),日本国有鉄道,羽幌線,,34,,北海道,,,,,2
,,,,北川口,日本国有鉄道,羽幌線,,35,きたかわぐち,北海道,,,,,2
,,,,西振老(仮),日本国有鉄道,羽幌線,,36,,北海道,,,,,2
,,,,振老,日本国有鉄道,羽幌線,,37,ふらおい,北海道,,,,,2
,,,,作返(仮),日本国有鉄道,羽幌線,,38,,北海道,,,,,2
,,,,幌延,日本国有鉄道,羽幌線,,39,ほろのべ,北海道,,,,,2
,,,,標茶,北海道旅客鉄道株式会社,標津線,,1,しべちゃ,北海道,,,,,2
,,,,多和,北海道旅客鉄道株式会社,標津線,,2,たわ,北海道,,,,,2
,,,,泉川,北海道旅客鉄道株式会社,標津線,,3,いずみかわ,北海道,,,,,2
,,,,光進,北海道旅客鉄道株式会社,標津線,,4,こうしん,北海道,,,,,2
,,,,西春別,北海道旅客鉄道株式会社,標津線,,5,にししゅんべつ,北海道,,,,,2
,,,,上春別,北海道旅客鉄道株式会社,標津線,,6,かみしゅんべつ,北海道,,,,,2
,,,,計根別,北海道旅客鉄道株式会社,標津線,,7,けねべつ,北海道,,,,,2
,,,,開栄(仮),北海道旅客鉄道株式会社,標津線,,8,,北海道,,,,,2
,,,,当幌,北海道旅客鉄道株式会社,標津線,,9,とうほろ,北海道,,,,,2
,,,,中標津,北海道旅客鉄道株式会社,標津線,,10,なかしべつ,北海道,,,,,2
,,,,上武佐,北海道旅客鉄道株式会社,標津線,,11,かみむさ,北海道,,,,,2
,,,,川北,北海道旅客鉄道株式会社,標津線,,12,かわきた,北海道,,,,,2
,,,,根室標津,北海道旅客鉄道株式会社,標津線,,13,ねむろしべつ,北海道,,,,,2
,,,,中標津,北海道旅客鉄道株式会社,標津線,支線,1,なかしべつ,北海道,,,,,2
,,,,協和,北海道旅客鉄道株式会社,標津線,支線,2,きょうわ,北海道,,,,,2
,,,,春別,北海道旅客鉄道株式会社,標津線,支線,3,しゅんべつ,北海道,,,,,2
,,,,平糸,北海道旅客鉄道株式会社,標津線,支線,4,ひらいと,北海道,,,,,2
,,,,別海,北海道旅客鉄道株式会社,標津線,支線,5,べっかい,北海道,,,,,2
,,,,奥行臼,北海道旅客鉄道株式会社,標津線,支線,6,おくゆきうす,北海道,,,,,2
厚床,北海道旅客鉄道株式会社,根室本線,,厚床,北海道旅客鉄道株式会社,標津線,支線,7,あっとこ,北海道,,,,,2
知床斜里,北海道旅客鉄道株式会社,釧網本線,,斜里,日本国有鉄道,根北線,,1,しゃり,北海道,,,,,2
,,,,以久科,日本国有鉄道,根北線,,2,いくしな,北海道,,,,,2
,,,,西二線(仮),日本国有鉄道,根北線,,3,,北海道,,,,,2
,,,,下越川,日本国有鉄道,根北線,,4,しもこしかわ,北海道,,,,,2
,,,,十四号(仮),日本国有鉄道,根北線,,5,,北海道,,,,,2
,,,,十六号(仮),日本国有鉄道,根北線,,6,,北海道,,,,,2
,,,,越川,日本国有鉄道,根北線,,7,こしかわ,北海道,,,,,2
帯広,北海道旅客鉄道株式会社,根室本線,,帯広,日本国有鉄道,広尾線,,1,おびひろ,北海道,,,,,2
,,,,依田,日本国有鉄道,広尾線,,2,よだ,北海道,,,,,2
,,,,北愛国,日本国有鉄道,広尾線,,3,きたあいこく,北海道,,,,,2
,,,,愛国,日本国有鉄道,広尾線,,4,あいこく,北海道,,,,,2
,,,,大正,日本国有鉄道,広尾線,,5,たいしょう,北海道,,,,,2
,,,,幸福,日本国有鉄道,広尾線,,6,こうふく,北海道,,,,,2
,,,,中札内,日本国有鉄道,広尾線,,7,なかさつない,北海道,,,,,2
,,,,更別,日本国有鉄道,広尾線,,8,さらべつ,北海道,,,,,2
,,,,上更別,日本国有鉄道,広尾線,,9,かみさらべつ,北海道,,,,,2
,,,,忠類,日本国有鉄道,広尾線,,10,ちゅうるい,北海道,,,,,2
,,,,十勝東和,日本国有鉄道,広尾線,,11,とかちとうわ,北海道,,,,,2
,,,,大樹,日本国有鉄道,広尾線,,12,たいき,北海道,,,,,2
,,,,石坂,日本国有鉄道,広尾線,,13,いしざか,北海道,,,,,2
,,,,豊似,日本国有鉄道,広尾線,,14,とよに,北海道,,,,,2
,,,,野塚,日本国有鉄道,広尾線,,15,のづか,北海道,,,,,2
,,,,新生,日本国有鉄道,広尾線,,16,しんせい,北海道,,,,,2
,,,,広尾,日本国有鉄道,広尾線,,17,ひろお,北海道,,,,,2
帯広,北海道旅客鉄道株式会社,根室本線,,帯広,日本国有鉄道,士幌線,,1,おびひろ,北海道,,,,,2
,,,,木野,日本国有鉄道,士幌線,,2,きの,北海道,,,,,2
,,,,音更,日本国有鉄道,士幌線,,3,おとふけ,北海道,,,,,2
,,,,駒場,日本国有鉄道,士幌線,,4,こまば,北海道,,,,,2
,,,,武儀,日本国有鉄道,士幌線,,5,むぎ,北海道,,,,,2
,,,,中士幌,日本国有鉄道,士幌線,,6,なかしほろ,北海道,,,,,2
,,,,新士幌(仮),日本国有鉄道,士幌線,,7,,北海道,,,,,2
,,,,士幌,日本国有鉄道,士幌線,,8,しほろ,北海道,,,,,2
,,,,北平和,日本国有鉄道,士幌線,,9,きたへいわ,北海道,,,,,2
,,,,上士幌,日本国有鉄道,士幌線,,10,かみしほろ,北海道,,,,,2
,,,,萩ヶ岡,日本国有鉄道,士幌線,,11,はぎがおか,北海道,,,,,2
,,,,清水谷,日本国有鉄道,士幌線,,12,しみずだに,北海道,,,,,2
,,,,黒石平,日本国有鉄道,士幌線,,13,くろいしだいら,北海道,,,,,2
,,,,電力所前(仮),日本国有鉄道,士幌線,,14,,北海道,,,,,2
,,,,糠平ダム(仮),日本国有鉄道,士幌線,,15,,北海道,,,,,2
,,,,糠平,日本国有鉄道,士幌線,,16,ぬかびら,北海道,,,,,2
,,,,幌加,日本国有鉄道,士幌線,,17,ほろか,北海道,,,,,2
,,,,十勝三股,日本国有鉄道,士幌線,,18,とかちみつまた,北海道,,,,,2
白糠,北海道旅客鉄道株式会社,根室本線,,白糠,日本国有鉄道,白糠線,,1,しらぬか,北海道,,,,,2
,,,,上白糠,日本国有鉄道,白糠線,,2,かみしらぬか,北海道,,,,,2
,,,,共栄(仮),日本国有鉄道,白糠線,,3,,北海道,,,,,2
,,,,茶路,日本国有鉄道,白糠線,,4,ちゃろ,北海道,,,,,2
,,,,縫別,日本国有鉄道,白糠線,,5,ぬいべつ,北海道,,,,,2
,,,,上茶路,日本国有鉄道,白糠線,,6,かみちゃろ,北海道,,,,,2
,,,,下北進,日本国有鉄道,白糠線,,7,しもほくしん,北海道,,,,,2
,,,,北進,日本国有鉄道,白糠線,,8,ほくしん,北海道,,,,,2
美幌,北海道旅客鉄道株式会社,石北本線,,美幌,日本国有鉄道,相生線,,1,びほろ,北海道,,,,,2
,,,,旭通(仮),日本国有鉄道,相生線,,2,,北海道,,,,,2
,,,,上美幌,日本国有鉄道,相生線,,3,かみびほろ,北海道,,,,,2
,,,,豊幌(仮),日本国有鉄道,相生線,,4,とよほろ,北海道,,,,,2
,,,,活汲,日本国有鉄道,相生線,,5,かっくみ,北海道,,,,,2
,,,,達美(仮),日本国有鉄道,相生線,,6,,北海道,,,,,2
,,,,津別,日本国有鉄道,相生線,,7,つべつ,北海道,,,,,2
,,,,高校前(仮),日本国有鉄道,相生線,,8,,北海道,,,,,2
,,,,恩根,日本国有鉄道,相生線,,9,おんね,北海道,,,,,2
,,,,本岐,日本国有鉄道,相生線,,10,ほんき,北海道,,,,,2
,,,,大昭(仮),日本国有鉄道,相生線,,11,,北海道,,,,,2
,,,,開拓(仮),日本国有鉄道,相生線,,12,,北海道,,,,,2
,,,,布川,日本国有鉄道,相生線,,13,ぬのかわ,北海道,,,,,2
,,,,北見相生,日本国有鉄道,相生線,,14,きたみあいおい,北海道,,,,,2
,,,,中湧別,北海道旅客鉄道株式会社,名寄本線,支線,1,なかゆうべつ,北海道,,,,,2
,,,,四号線,北海道旅客鉄道株式会社,名寄本線,支線,2,しごうせん,北海道,,,,,2
,,,,湧別,北海道旅客鉄道株式会社,名寄本線,支線,3,ゆうべつ,北海道,,,,,2
中湧別,北海道旅客鉄道株式会社,名寄本線,支線,中湧別,日本国有鉄道,湧網線,,1,なかゆうべつ,北海道,,,,,2
,,,,五鹿山(仮),日本国有鉄道,湧網線,,2,,北海道,,,,,2
,,,,福島(仮),日本国有鉄道,湧網線,,3,,北海道,,,,,2
,,,,芭露,日本国有鉄道,湧網線,,4,ばろう,北海道,,,,,2
,,,,志撫子(仮),日本国有鉄道,湧網線,,5,,北海道,,,,,2
,,,,計呂地,日本国有鉄道,湧網線,,6,けろち,北海道,,,,,2
,,,,浜床丹(仮),日本国有鉄道,湧網線,,7,,北海道,,,,,2
,,,,床丹,日本国有鉄道,湧網線,,8,とこたん,北海道,,,,,2
,,,,若里(仮),日本国有鉄道,湧網線,,9,,北海道,,,,,2
,,,,佐呂間,日本国有鉄道,湧網線,,10,さろま,北海道,,,,,2
,,,,堺橋(仮),日本国有鉄道,湧網線,,11,,北海道,,,,,2
,,,,興生沢(仮),日本国有鉄道,湧網線,,12,,北海道,,,,,2
,,,,知来,日本国有鉄道,湧網線,,13,ちらい,北海道,,,,,2
,,,,紅葉橋(仮),日本国有鉄道,湧網線,,14,,北海道,,,,,2
,,,,仁倉,日本国有鉄道,湧網線,,15,にくら,北海道,,,,,2
,,,,浜佐呂間,日本国有鉄道,湧網線,,16,はまさろま,北海道,,,,,2
,,,,北見富丘,日本国有鉄道,湧網線,,17,きたみとみおか,北海道,,,,,2
,,,,東富丘(仮),日本国有鉄道,湧網線,,18,,北海道,,,,,2
,,,,北見共立,日本国有鉄道,湧網線,,19,きたみきょうりつ,北海道,,,,,2
,,,,土佐(仮),日本国有鉄道,湧網線,,20,,北海道,,,,,2
,,,,常呂,日本国有鉄道,湧網線,,21,ところ,北海道,,,,,2
,,,,常呂港(仮),日本国有鉄道,湧網線,,22,,北海道,,,,,2
,,,,能取,日本国有鉄道,湧網線,,23,のとろ,北海道,,,,,2
,,,,中能取(仮),日本国有鉄道,湧網線,,24,,北海道,,,,,2
,,,,北見平和,日本国有鉄道,湧網線,,25,きたみへいわ,北海道,,,,,2
,,,,卯原内,日本国有鉄道,湧網線,,26,うばらない,北海道,,,,,2
,,,,二見中央(仮),日本国有鉄道,湧網線,,27,,北海道,,,,,2
,,,,二見ケ岡,日本国有鉄道,湧網線,,28,ふたみがおか,北海道,,,,,2
,,,,大曲(仮),日本国有鉄道,湧網線,,29,,北海道,,,,,2
網走,北海道旅客鉄道株式会社,石北本線,,網走,日本国有鉄道,湧網線,,30,あばしり,北海道,,,,,2
名寄,北海道旅客鉄道株式会社,宗谷本線,,名寄,北海道旅客鉄道株式会社,名寄本線,,1,なよろ,北海道,,,,,2
,,,,中名寄,北海道旅客鉄道株式会社,名寄本線,,2,なかなよろ,北海道,,,,,2
,,,,上名寄,北海道旅客鉄道株式会社,名寄本線,,3,かみなよろ,北海道,,,,,2
,,,,矢文,北海道旅客鉄道株式会社,名寄本線,,4,やぶみ,北海道,,,,,2
,,,,岐阜橋,北海道旅客鉄道株式会社,名寄本線,,5,ぎふばし,北海道,,,,,2
,,,,下川,北海道旅客鉄道株式会社,名寄本線,,6,しもかわ,北海道,,,,,2
,,,,二ノ橋,北海道旅客鉄道株式会社,名寄本線,,7,にのはし,北海道,,,,,2
,,,,幸成,北海道旅客鉄道株式会社,名寄本線,,8,こうせい,北海道,,,,,2
,,,,一ノ橋,北海道旅客鉄道株式会社,名寄本線,,9,いちのはし,北海道,,,,,2
,,,,上興部,北海道旅客鉄道株式会社,名寄本線,,10,かみおこっぺ,北海道,,,,,2
,,,,西興部,北海道旅客鉄道株式会社,名寄本線,,11,にしおこっぺ,北海道,,,,,2
,,,,六興,北海道旅客鉄道株式会社,名寄本線,,12,ろっこう,北海道,,,,,2
,,,,中興部,北海道旅客鉄道株式会社,名寄本線,,13,なかおこっぺ,北海道,,,,,2
,,,,班渓,北海道旅客鉄道株式会社,名寄本線,,14,ぱんけ,北海道,,,,,2
,,,,宇津,北海道旅客鉄道株式会社,名寄本線,,15,うつ,北海道,,,,,2
,,,,北興,北海道旅客鉄道株式会社,名寄本線,,16,ほっこう,北海道,,,,,2
,,,,興部,北海道旅客鉄道株式会社,名寄本線,,17,おこっぺ,北海道,,,,,2
,,,,旭ケ丘,北海道旅客鉄道株式会社,名寄本線,,18,あさひがおか,北海道,,,,,2
,,,,豊野,北海道旅客鉄道株式会社,名寄本線,,19,とよの,北海道,,,,,2
,,,,沙留,北海道旅客鉄道株式会社,名寄本線,,20,さるる,北海道,,,,,2
,,,,富丘,北海道旅客鉄道株式会社,名寄本線,,21,とみおか,北海道,,,,,2
,,,,渚滑,北海道旅客鉄道株式会社,名寄本線,,22,しょこつ,北海道,,,,,2
,,,,潮見町,北海道旅客鉄道株式会社,名寄本線,,23,しおみちょう,北海道,,,,,2
,,,,紋別,北海道旅客鉄道株式会社,名寄本線,,24,もんべつ,北海道,,,,,2
